label,lat,lon,event_date,rain_1d,rain_3d,rain_7d,rain_15d,rain_max_7d,elevation_m,slope_deg,month_sin,month_cos
1,30.5728,77.6521,2013-06-16,84.0,102.3,138.3,186.8,84.0,889.0,30.52,0.0,-1.0
1,29.33,80.1,2008-07-18,160.8,208.3,334.7,520.2,160.8,1601.0,12.25,-0.5,-0.866
1,16.93911427,73.4745894,2010-07-24,96.2,253.8,563.4,676.9,181.8,37.0,11.89,-0.5,-0.866
1,28.2724,83.7412,2014-11-14,1.3,1.4,1.5,18.7,1.3,885.0,9.16,-0.5,0.866
1,31.8028,76.757,2015-08-08,38.9,181.7,229.5,375.8,127.3,720.0,15.38,-0.866,-0.5
1,35.3063,75.6414,2010-06-04,8.8,12.1,22.6,82.1,10.5,2203.0,13.74,0.0,-1.0
1,19.1646,72.9325,2010-06-08,1.5,11.8,21.0,22.0,7.7,30.0,3.54,0.0,-1.0
1,30.81507336,78.2242533,2011-06-29,14.2,51.7,156.2,215.2,61.4,1320.0,17.47,0.0,-1.0
1,25.426,94.6024,2013-10-13,0.0,0.1,24.6,97.2,16.2,1311.0,22.88,-0.866,0.5
1,28.3884,82.2826,2010-08-19,16.1,97.6,148.2,207.3,65.7,1890.0,21.15,-0.866,-0.5
1,28.178,83.6987,2011-07-14,86.0,138.2,175.8,458.5,86.0,1423.0,14.68,-0.5,-0.866
1,34.2689,75.1495,2015-07-21,8.0,24.8,70.1,147.1,17.2,2206.0,6.52,-0.5,-0.866
1,31.703,76.936,2013-07-07,56.3,185.0,201.0,274.3,95.1,760.0,19.8,-0.5,-0.866
1,26.0093,94.5238,2010-07-06,3.5,17.5,101.2,289.8,28.9,1828.0,10.62,-0.5,-0.866
1,27.1614,93.7525,2013-09-02,12.2,37.3,78.9,156.6,18.0,150.0,5.46,-1.0,-0.0
1,18.241,73.4469,2016-06-26,20.6,120.4,207.3,290.5,64.5,431.0,22.2,0.0,-1.0
1,26.1868,91.6739,2015-09-01,42.7,141.8,243.4,444.9,88.3,50.0,1.67,-1.0,-0.0
1,25.51614662,94.2341227,2011-06-21,17.0,51.5,116.9,420.7,31.5,1623.0,21.07,0.0,-1.0
1,30.2902,79.151,2013-07-23,13.2,53.5,144.4,238.1,49.9,799.0,7.75,-0.5,-0.866
1,12.8277,75.0772,2010-07-21,29.8,125.0,272.8,325.1,52.1,71.0,8.48,-0.5,-0.866
1,33.9861,73.8369,2016-03-20,11.0,57.9,132.8,250.0,38.7,1927.0,22.4,1.0,0.0
1,17.8975,73.2961,2010-06-19,4.5,83.0,346.6,433.2,81.8,210.0,2.92,0.0,-1.0
1,29.0834,81.5834,2010-08-30,24.5,54.8,171.0,486.2,75.4,1898.0,24.39,-0.866,-0.5
1,30.2733,79.233,2013-07-24,7.7,39.8,144.0,237.0,49.9,1020.0,50.77,-0.5,-0.866
1,15.3739,73.8911,2016-06-23,81.1,149.6,249.5,432.0,81.1,57.0,2.72,0.0,-1.0
1,31.9563,77.1135,2015-07-26,14.7,42.2,166.4,310.8,62.2,1205.0,10.39,-0.5,-0.866
1,34.2946,75.4832,2013-04-26,16.5,21.5,42.5,62.6,16.5,3473.0,2.02,0.866,-0.5
1,27.0257,88.4301,2015-06-17,18.4,40.3,98.3,161.6,21.9,307.0,38.06,0.0,-1.0
1,33.4209,75.2045,2012-01-13,0.0,0.0,5.5,68.5,5.3,1602.0,17.78,0.5,0.866
1,30.6326,78.9953,2014-07-20,16.1,135.3,263.2,335.9,76.5,1901.0,11.35,-0.5,-0.866
1,30.306,78.0648,2016-05-22,0.5,2.6,2.6,12.1,1.7,652.0,1.92,0.5,-0.866
1,31.0826,78.066,2013-08-18,10.2,23.2,84.5,228.8,32.9,2208.0,13.79,-0.866,-0.5
1,27.7565,88.632,2012-06-07,2.6,6.3,27.8,47.5,8.0,3893.0,14.7,0.0,-1.0
1,28.1631,85.9834,2012-05-01,0.4,3.4,11.1,35.4,2.7,3800.0,30.65,0.5,-0.866
1,27.5002,86.5833,2012-09-17,28.1,116.0,294.4,357.3,83.2,2236.0,29.07,-1.0,-0.0
1,30.1642,78.2936,2016-07-17,114.5,219.2,260.5,311.6,114.5,1058.0,32.22,-0.5,-0.866
1,32.9913,75.1915,2013-08-07,5.4,32.2,105.1,198.6,41.5,835.0,25.47,-0.866,-0.5
1,30.4084,77.0666,2010-08-22,34.6,68.1,191.0,233.5,109.5,299.0,0.29,-0.866,-0.5
1,28.0022,85.133,2016-06-29,57.0,138.7,232.7,420.9,57.0,1380.0,21.93,0.0,-1.0
1,6.6643,80.3897,2008-05-30,14.0,26.3,47.8,86.1,14.0,74.0,3.97,0.5,-0.866
1,35.6825,71.7675,2016-07-19,0.0,14.3,15.1,22.8,10.4,1362.0,23.81,-0.5,-0.866
1,26.5836,93.0038,2011-07-24,7.7,43.9,185.2,440.8,53.9,68.0,0.29,-0.5,-0.866
1,27.9783,84.8982,2012-08-15,1.6,13.7,39.8,202.8,10.2,1085.0,24.03,-0.866,-0.5
1,25.1333,93.9667,2007-08-31,7.9,26.7,127.0,163.2,66.0,1009.0,2.99,-0.866,-0.5
1,15.7156,73.8049,2013-09-30,1.9,16.5,43.5,285.5,12.1,24.0,6.17,-1.0,-0.0
1,25.5576,91.8506,2007-08-26,16.3,29.4,61.4,324.8,16.3,1669.0,5.69,-0.866,-0.5
1,28.54,83.62,2010-08-01,3.8,96.8,194.9,505.2,82.0,2723.0,29.74,-0.866,-0.5
1,15.4951,73.8288,2014-05-22,0.9,12.1,12.4,66.5,9.7,45.0,12.46,0.5,-0.866
1,14.229,74.8122,2008-08-12,58.1,221.2,399.2,630.9,85.4,294.0,46.24,-0.866,-0.5
1,25.0634,94.3415,2015-07-31,50.8,125.2,194.1,316.9,50.8,1742.0,27.78,-0.5,-0.866
1,30.8183,78.6186,2010-08-20,15.5,113.9,175.6,300.4,59.3,1620.0,20.7,-0.866,-0.5
1,30.1176,78.7472,2014-08-15,33.4,81.9,101.6,241.0,40.6,1458.0,19.07,-0.866,-0.5
1,27.8884,85.2118,2015-08-29,14.6,49.0,79.3,354.3,21.7,1016.0,24.34,-0.866,-0.5
1,27.6832,85.4434,2010-08-23,61.5,107.9,222.3,339.5,61.5,1341.0,2.06,-0.866,-0.5
1,24.837,93.9128,2010-10-08,27.2,71.0,78.7,100.6,27.2,813.0,10.76,-0.866,0.5
1,18.2733,83.0645,2010-10-31,75.9,126.4,132.3,185.2,75.9,698.0,30.83,-0.866,0.5
1,27.8852,83.6275,2013-07-22,29.6,45.6,181.7,353.2,55.6,971.0,20.72,-0.5,-0.866
1,27.1499,88.38,2007-07-16,18.7,41.7,276.6,487.9,71.1,1099.0,28.86,-0.5,-0.866
1,6.9634,80.3643,2008-04-28,12.2,51.6,86.7,199.3,28.1,639.0,39.97,0.866,-0.5
1,20.8482,92.4524,2010-10-07,63.1,154.6,166.7,235.9,65.9,144.0,19.59,-0.866,0.5
1,28.2636,83.9724,2011-07-19,119.9,158.6,381.3,544.7,119.9,990.0,0.81,-0.5,-0.866
1,27.1954,88.6115,2009-09-17,12.2,25.9,114.0,184.7,76.0,487.0,6.68,-1.0,-0.0
1,27.891,85.149,2011-09-25,8.8,38.2,91.3,194.4,22.1,552.0,7.13,-1.0,-0.0
1,26.908,87.9258,2009-08-19,37.6,119.1,269.7,489.1,45.3,1177.0,12.87,-0.866,-0.5
1,28.2465,85.3644,2016-06-28,46.8,112.9,190.9,376.9,46.8,1713.0,38.73,0.0,-1.0
1,27.3329,86.0798,2012-08-21,13.4,29.4,71.1,148.2,17.1,1064.0,26.12,-0.866,-0.5
1,27.1032,93.6884,2011-07-19,10.9,70.7,188.1,228.3,40.9,149.0,2.64,-0.5,-0.866
1,19.1993,73.0109,2010-08-17,14.6,20.6,31.4,106.0,14.6,187.0,18.45,-0.866,-0.5
1,35.3526,74.8683,2010-07-29,11.1,47.1,47.3,112.3,18.2,2216.0,15.91,-0.5,-0.866
1,22.2092,92.1868,2015-08-20,38.5,100.7,129.1,214.2,38.5,92.0,14.68,-0.866,-0.5
1,27.0375,88.2627,2010-08-06,7.2,39.2,88.0,393.5,21.7,2050.0,20.16,-0.866,-0.5
1,30.7866,78.6171,2013-07-25,10.5,44.6,129.5,248.5,26.5,1544.0,16.58,-0.5,-0.866
1,25.4916,91.2698,2010-06-28,86.2,255.6,379.5,540.9,93.7,1490.0,9.11,0.0,-1.0
1,28.2826,83.7508,2013-08-06,15.3,32.9,51.3,133.8,15.7,967.0,27.48,-0.866,-0.5
1,30.4008,79.0278,2010-09-03,22.2,45.4,89.3,234.1,26.1,1040.0,20.0,-1.0,-0.0
1,27.13862165,88.22551799,2011-08-23,11.4,73.3,375.9,570.5,254.7,843.0,20.79,-0.866,-0.5
1,27.2317,86.822,2011-07-19,27.9,86.4,286.3,523.6,97.7,1419.0,20.72,-0.5,-0.866
1,6.7397,80.1744,2008-04-27,16.8,62.9,92.6,304.5,28.2,15.0,1.74,0.866,-0.5
1,33.5452,73.7062,2007-01-05,0.0,0.0,0.0,0.0,0.0,535.0,4.09,0.5,0.866
1,34.0935,74.9112,2007-03-12,39.5,87.8,101.3,218.6,39.5,1968.0,15.38,1.0,0.0
1,7.1907,80.0317,2008-05-01,1.7,8.8,54.8,84.2,15.9,43.0,0.29,0.5,-0.866
1,9.5207,77.0198,2011-06-02,51.4,181.0,271.2,329.3,105.0,449.0,17.95,0.0,-1.0
1,27.163,94.0,2008-08-14,13.5,31.7,149.5,284.6,52.7,95.0,0.86,-0.866,-0.5
1,28.2929,82.2617,2010-07-13,20.1,68.8,114.7,200.5,24.8,893.0,1.18,-0.5,-0.866
1,30.9058,78.0906,2013-07-24,5.0,31.8,63.0,103.3,13.6,1568.0,12.39,-0.5,-0.866
1,28.2568,85.3679,2016-09-11,39.0,78.2,198.8,346.8,45.1,1736.0,21.99,-1.0,-0.0
1,26.1619,91.7697,2014-06-27,7.0,40.5,168.1,287.1,59.1,55.0,0.41,0.0,-1.0
1,28.2748,83.7432,2015-07-29,58.7,70.2,108.9,407.3,58.7,889.0,18.36,-0.5,-0.866
1,33.9639,74.9597,2012-09-17,26.4,35.3,62.6,257.7,26.4,1589.0,3.85,-1.0,-0.0
1,27.7172,83.4658,2011-07-03,12.9,87.0,259.0,327.9,98.7,203.0,16.4,-0.5,-0.866
1,25.0604,93.9877,2007-09-08,23.5,76.1,169.4,275.1,52.3,1485.0,27.35,-1.0,-0.0
1,32.3665,77.0857,2013-10-11,2.7,7.5,8.5,36.2,4.2,3678.0,15.92,-0.866,0.5
1,25.0951,92.3567,2012-06-13,12.0,45.7,150.2,546.4,55.9,246.0,33.64,0.0,-1.0
1,27.0667,89.5833,2007-09-07,88.7,192.4,330.7,590.5,88.7,1834.0,25.77,-1.0,-0.0
1,30.4043,79.3308,2013-07-18,8.5,29.1,91.2,232.0,20.2,980.0,20.0,-0.5,-0.866
1,30.1454,78.6007,2010-09-18,118.4,137.0,207.6,391.4,118.4,519.0,33.21,-1.0,-0.0
1,21.786,83.8847,2013-08-10,2.8,30.8,112.8,173.8,30.2,204.0,2.24,-0.866,-0.5
1,27.2743,92.9064,2011-07-16,5.3,122.6,176.5,327.1,64.8,695.0,21.18,-0.5,-0.866
1,27.7884,84.4866,2010-09-06,14.5,32.7,88.4,500.2,17.7,717.0,31.1,-1.0,-0.0
1,26.9343,88.4486,2016-10-15,0.0,31.7,222.2,255.0,78.2,281.0,24.47,-0.866,0.5
1,12.89307458,74.88567317,2010-06-27,12.8,105.7,188.7,461.5,64.9,65.0,4.79,0.0,-1.0
1,25.6226,96.2946,2016-01-25,1.7,2.1,3.5,3.5,1.7,355.0,3.46,0.5,0.866
1,31.587,78.315,2008-09-19,64.4,89.2,91.4,110.6,64.4,2795.0,37.25,-1.0,-0.0
1,34.0887,74.0227,2010-10-21,1.8,4.0,4.9,7.1,1.8,1415.0,23.24,-0.866,0.5
1,7.1855,80.7675,2015-02-14,0.0,21.0,49.2,82.0,13.8,621.0,2.95,0.866,0.5
1,25.7238,89.9032,2014-09-23,3.3,63.1,106.4,140.6,34.7,30.0,3.26,-1.0,-0.0
1,26.8546,88.3373,2012-07-19,60.0,138.5,271.6,596.4,60.0,815.0,17.69,-0.5,-0.866
1,27.822,84.4935,2010-06-27,6.4,23.3,165.6,225.5,115.0,410.0,28.98,0.0,-1.0
1,10.007,76.7105,2012-08-17,36.2,56.3,116.5,194.0,36.2,43.0,2.24,-0.866,-0.5
1,24.9849,92.8411,2008-05-20,26.2,69.0,87.9,100.5,26.2,252.0,10.16,0.5,-0.866
1,28.7956,82.2314,2011-07-15,24.2,129.5,151.4,301.2,70.3,2238.0,10.99,-0.5,-0.866
1,33.0829,74.8333,2012-08-20,34.5,42.5,52.6,79.4,34.5,519.0,2.59,-0.866,-0.5
1,31.69137979,77.13222306,2011-08-06,10.7,35.5,45.8,203.8,14.3,926.0,32.21,-0.866,-0.5
1,29.88884727,80.56522226,2017-07-05,29.1,39.1,92.3,177.9,29.1,1231.0,33.51,-0.5,-0.866
1,27.9586,84.2805,2009-07-02,9.7,99.1,288.3,300.3,118.1,310.0,10.02,-0.5,-0.866
1,25.5007,93.9854,2015-07-22,20.6,86.7,171.4,302.0,34.4,1437.0,22.53,-0.5,-0.866
1,36.3085,74.8219,2010-05-15,0.6,3.9,11.0,45.6,6.5,2456.0,18.8,0.5,-0.866
1,31.1011,77.1793,2010-07-07,23.1,141.4,165.2,175.4,67.6,2244.0,25.16,-0.5,-0.866
1,31.5583,95.2747,2016-05-11,0.0,0.0,7.6,15.3,3.8,4180.0,27.32,0.5,-0.866
1,27.7657,84.4694,2016-01-28,0.0,0.0,0.6,7.3,0.6,197.0,5.25,0.5,0.866
1,28.058,83.3588,2010-09-17,79.1,192.6,245.7,348.8,95.0,864.0,35.97,-1.0,-0.0
1,28.0579,84.0719,2010-08-28,26.0,60.9,542.6,662.5,163.1,539.0,3.1,-0.866,-0.5
1,9.9983,76.7329,2014-06-22,1.3,38.9,99.0,179.7,27.2,43.0,7.33,0.0,-1.0
1,27.86624658,84.63118672,2010-09-17,32.6,205.6,276.3,389.8,101.4,316.0,8.53,-1.0,-0.0
1,27.20517346,86.65683342,2011-07-03,128.6,192.7,374.2,635.2,128.6,1776.0,3.46,-0.5,-0.866
1,34.8482,73.5651,2015-10-26,15.1,82.9,84.0,123.2,38.6,2212.0,15.31,-0.866,0.5
1,27.7,83.45,2011-07-01,59.3,211.2,247.6,315.1,98.7,285.0,18.79,-0.5,-0.866
1,33.4702,73.8859,2014-08-17,2.6,111.1,137.4,157.7,86.8,716.0,18.27,-0.866,-0.5
1,34.6651,73.961,2014-03-18,4.0,84.6,135.9,220.0,55.3,1809.0,42.77,1.0,0.0
1,24.3069,93.125,2010-09-16,6.4,37.7,81.6,151.2,21.6,719.0,24.6,-1.0,-0.0
1,25.6263,94.1057,2015-08-20,39.7,64.8,91.4,245.6,39.7,1546.0,19.5,-0.866,-0.5
1,30.3799,78.4862,2015-07-11,22.0,91.7,188.4,206.9,51.6,906.0,34.57,-0.5,-0.866
1,27.8609,85.7763,2014-08-25,5.6,27.2,83.9,452.9,18.9,1605.0,20.86,-0.866,-0.5
1,28.03,84.2945,2008-08-30,2.3,61.4,254.4,359.5,102.3,735.0,25.32,-0.866,-0.5
1,31.5041,77.9521,2010-07-07,7.9,92.4,107.4,132.3,48.6,3489.0,42.06,-0.5,-0.866
1,18.7687,73.3679,2015-08-01,7.8,32.0,101.8,237.8,19.6,538.0,23.71,-0.866,-0.5
1,34.0901,74.0256,2010-06-05,0.9,15.5,17.2,44.3,13.3,1307.0,11.75,0.0,-1.0
1,27.05,90.8,2008-08-29,85.6,236.0,407.1,521.4,104.2,719.0,38.91,-0.866,-0.5
1,28.1737,94.7596,2015-08-18,50.1,140.0,200.6,246.1,56.6,610.0,19.29,-0.866,-0.5
1,33.9337,74.9985,2008-04-05,43.1,58.7,89.6,105.3,43.1,1591.0,1.28,0.866,-0.5
1,27.0869,93.6086,2014-08-17,11.5,73.3,364.6,396.2,136.3,312.0,5.09,-0.866,-0.5
1,22.344,91.8188,2008-08-23,2.8,5.6,83.4,234.2,31.3,46.0,5.15,-0.866,-0.5
1,7.418396315,80.60846422,2010-04-27,9.2,30.4,60.1,142.5,19.1,456.0,9.25,0.866,-0.5
1,28.3034,83.3773,2010-07-26,4.8,142.7,236.1,552.9,130.2,2709.0,41.76,-0.5,-0.866
1,29.913,79.3532,2011-12-10,0.4,1.2,1.2,1.2,0.8,1017.0,12.12,-0.0,1.0
1,28.2656,83.8188,2015-07-30,102.1,170.5,208.5,263.6,102.1,1605.0,21.56,-0.5,-0.866
1,26.888,88.2796,2016-10-15,0.0,97.3,303.7,358.0,85.6,1520.0,20.56,-0.866,0.5
1,28.2782,84.2758,2013-07-18,149.4,296.7,526.6,1053.3,149.4,977.0,28.96,-0.5,-0.866
1,11.2695,76.2227,2009-09-19,18.9,105.1,172.7,284.3,54.9,28.0,2.7,-1.0,-0.0
1,18.3978,73.5086,2016-08-03,60.6,212.9,321.4,412.9,84.1,776.0,22.25,-0.866,-0.5
1,23.8447,93.0514,2015-08-26,17.4,34.5,89.1,176.2,27.4,1053.0,27.91,-0.866,-0.5
1,28.8665,79.5682,2011-08-12,14.4,57.5,76.4,141.3,21.8,203.0,0.0,-0.866,-0.5
1,27.0,86.71,2008-07-24,7.9,142.4,261.6,645.1,74.0,507.0,17.07,-0.5,-0.866
1,28.2322,83.7228,2014-08-27,14.4,71.0,122.6,393.2,48.2,942.0,5.27,-0.866,-0.5
1,29.722,80.5118,2013-06-17,158.5,276.3,322.5,346.4,158.5,1749.0,23.37,0.0,-1.0
1,26.0462,68.2767,2010-04-15,0.0,0.0,0.0,0.0,0.0,27.0,0.57,0.866,-0.5
1,27.0927,85.5502,2016-06-27,9.4,18.5,58.8,119.5,14.4,145.0,0.81,0.0,-1.0
1,28.28,83.55,2009-09-20,8.5,15.4,23.4,85.9,8.5,1783.0,28.11,-1.0,-0.0
1,34.1114,77.5874,2010-08-06,13.8,19.7,23.6,42.3,13.8,3233.0,3.08,-0.866,-0.5
1,33.2359,75.2439,2014-03-10,58.5,73.9,79.8,120.5,58.5,791.0,25.26,1.0,0.0
1,29.0697,82.106,2013-06-18,43.0,139.6,187.9,232.7,70.2,3644.0,13.37,0.0,-1.0
1,33.0365,74.4889,2014-09-26,0.0,1.0,1.0,2.4,1.0,625.0,9.85,-1.0,-0.0
1,25.5772,91.8666,2014-09-23,76.2,268.2,368.3,425.7,140.8,1469.0,6.26,-1.0,-0.0
1,9.9903,76.7898,2011-10-17,5.3,26.7,44.0,45.2,15.1,59.0,4.29,-0.866,0.5
1,27.2948,87.9377,2010-08-24,23.1,114.8,268.0,456.4,64.0,2029.0,33.03,-0.866,-0.5
1,16.94057232,73.46476377,2010-07-26,58.0,237.7,479.6,808.5,96.2,49.0,12.16,-0.5,-0.866
1,35.567,71.7986,2015-05-17,10.8,11.3,68.6,72.7,35.4,1284.0,4.88,0.5,-0.866
1,25.5498,92.0757,2012-06-13,13.9,34.3,85.8,332.0,20.5,1245.0,13.5,0.0,-1.0
1,6.9734,81.0836,2011-02-20,1.9,2.4,3.7,77.8,1.9,867.0,17.63,0.866,0.5
1,26.88405686,88.28087032,2009-08-20,109.9,167.5,346.0,538.4,109.9,1625.0,23.51,-0.866,-0.5
1,24.8142,93.5444,2012-06-10,9.9,17.1,35.6,224.1,10.3,562.0,26.3,0.0,-1.0
1,27.863,84.914,2007-08-10,2.2,25.6,69.3,415.2,16.3,1358.0,9.93,-0.866,-0.5
1,27.3425,88.2426,2013-09-01,35.9,56.8,126.2,218.3,35.9,1382.0,36.18,-1.0,-0.0
1,11.3237,76.9101,2015-11-07,0.5,25.1,87.2,115.7,31.7,325.0,1.62,-0.5,0.866
1,29.5477,79.3211,2010-09-19,28.1,221.4,262.3,347.2,119.3,828.0,21.66,-1.0,-0.0
1,29.5333,80.4333,2007-09-15,0.0,1.5,2.9,108.0,0.9,1309.0,9.65,-1.0,-0.0
1,30.6358,77.5435,2010-07-17,26.6,43.0,95.3,266.5,29.3,1636.0,38.07,-0.5,-0.866
1,25.0477,92.801,2010-07-25,9.9,29.6,73.3,223.4,13.4,184.0,20.63,-0.5,-0.866
1,35.2646,71.9975,2016-02-01,0.0,0.0,64.7,64.7,38.0,1471.0,10.16,0.866,0.5
1,25.70223725,94.04619681,2010-08-13,7.8,55.8,88.5,244.9,25.7,1016.0,12.32,-0.866,-0.5
1,27.1176,88.1069,2016-07-20,90.3,152.7,511.4,595.4,234.1,2018.0,23.78,-0.5,-0.866
1,28.2324,83.0006,2016-07-04,48.9,106.7,334.7,541.6,92.7,1593.0,25.97,-0.5,-0.866
1,30.7395,77.2847,2012-08-24,19.3,55.2,169.9,285.5,43.6,1582.0,32.75,-0.866,-0.5
1,29.3167,81.5833,2013-06-18,38.3,242.5,271.4,339.3,148.8,2150.0,35.38,0.0,-1.0
1,23.9723,96.8566,2010-10-06,12.2,20.1,41.4,181.1,19.8,389.0,17.3,-0.866,0.5
1,32.5655,76.1201,2012-02-16,0.3,9.3,67.1,118.6,29.8,812.0,16.19,0.866,0.5
1,33.3376,75.1922,2015-02-26,2.1,115.0,121.6,175.8,84.0,1185.0,18.34,0.866,0.5
1,28.089,84.4125,2008-08-30,2.2,62.6,263.8,399.6,105.3,968.0,32.09,-0.866,-0.5
1,32.3898,72.7253,2015-08-16,0.0,3.7,12.1,37.0,3.7,192.0,0.0,-0.866,-0.5
1,26.3185,94.5247,2016-06-14,8.5,65.3,169.8,269.1,44.2,1171.0,7.15,0.0,-1.0
1,28.1836,82.8643,2016-07-22,58.0,73.3,234.3,433.8,71.7,1720.0,22.87,-0.5,-0.866
1,27.5138,87.8086,2016-07-15,51.7,124.1,310.0,621.0,57.7,2170.0,30.34,-0.5,-0.866
1,11.81,78.2253,2015-09-07,2.3,27.1,49.1,50.3,20.9,1409.0,28.81,-1.0,-0.0
1,34.0823,74.056,2014-03-11,43.6,102.2,106.7,143.8,43.6,1336.0,18.08,1.0,0.0
1,32.2108,76.2833,2013-06-12,24.6,75.9,77.0,80.9,46.9,989.0,12.98,0.0,-1.0
1,28.3667,82.1667,2007-03-21,0.0,0.9,0.9,40.2,0.9,1276.0,26.34,1.0,0.0
1,26.1844,91.7896,2014-06-26,26.3,37.8,187.8,288.0,59.1,64.0,0.64,0.0,-1.0
1,19.1355,72.9981,2011-08-28,43.4,90.0,131.9,171.2,43.4,6.0,0.86,-0.866,-0.5
1,34.2607,75.4446,2015-05-30,0.5,7.6,45.0,62.9,15.5,3360.0,28.84,0.5,-0.866
1,28.1996,84.0011,2015-07-16,52.1,458.1,478.3,690.5,316.7,829.0,0.91,-0.5,-0.866
1,30.4517,78.1443,2015-07-24,5.8,49.2,92.6,274.6,26.7,2319.0,25.5,-0.5,-0.866
1,21.444,92.1117,2015-06-27,77.2,235.1,558.1,676.7,174.5,13.0,4.09,0.0,-1.0
1,30.6738,77.3544,2013-06-16,82.0,105.8,133.9,196.8,82.0,1516.0,15.38,0.0,-1.0
1,21.5202,91.9696,2012-03-08,0.0,0.0,19.2,23.0,11.9,10.0,2.0,1.0,0.0
1,24.2451,94.0691,2007-09-10,3.8,10.2,115.9,204.0,38.0,1349.0,25.2,-1.0,-0.0
1,27.21962595,89.5187916,2010-05-20,8.5,40.1,46.2,91.8,23.5,2152.0,19.04,0.5,-0.866
1,32.5764,75.8466,2011-08-27,16.1,33.6,70.4,152.7,19.7,806.0,13.7,-0.866,-0.5
1,20.855,77.7274,2012-06-20,0.0,3.8,14.4,24.5,4.5,338.0,0.64,0.0,-1.0
1,34.3061,77.3265,2010-08-06,10.7,15.5,17.8,25.0,10.7,4029.0,9.34,-0.866,-0.5
1,31.1066,77.209,2012-07-05,8.8,24.8,27.6,35.3,9.5,2297.0,33.05,-0.5,-0.866
1,25.6237,94.1136,2015-08-12,11.6,38.5,167.3,370.2,64.9,1610.0,22.85,-0.866,-0.5
1,33.1595,75.8011,2010-02-06,20.5,37.3,37.3,68.8,20.5,1094.0,30.94,0.866,0.5
1,34.11901266,73.87646407,2010-07-29,17.2,92.6,105.4,377.3,55.4,1148.0,25.94,-0.5,-0.866
1,26.8811,88.2779,2015-07-01,26.4,47.3,110.5,252.0,26.4,1498.0,15.92,-0.5,-0.866
1,28.3037,83.8005,2015-07-30,102.1,170.5,208.5,263.6,102.1,1859.0,53.56,-0.5,-0.866
1,27.30669194,86.77497513,2011-07-03,128.6,192.7,374.2,635.2,128.6,1569.0,18.59,-0.5,-0.866
1,15.8294,78.0501,2007-06-25,0.5,33.9,109.2,134.4,58.9,288.0,1.28,0.0,-1.0
1,9.9431,76.3738,2014-08-02,7.5,90.0,135.1,224.8,50.5,12.0,0.91,-0.866,-0.5
1,28.2265,82.553,2013-06-18,83.2,193.5,213.4,274.8,91.4,1449.0,22.38,0.0,-1.0
1,16.5121,80.6296,2010-05-20,53.7,70.9,71.2,73.6,53.7,25.0,0.41,0.5,-0.866
1,28.3685,82.3731,2014-12-15,17.0,51.0,51.0,51.0,26.3,2040.0,25.54,-0.0,1.0
1,27.1675,88.3651,2012-09-16,90.9,243.8,389.8,464.5,90.9,1551.0,26.57,-1.0,-0.0
1,32.99,75.1892,2016-06-21,9.1,20.2,43.7,74.3,11.7,876.0,32.29,0.0,-1.0
1,30.6179,78.3233,2012-08-17,4.1,17.9,76.6,220.2,15.9,927.0,39.35,-0.866,-0.5
1,27.6363,86.2326,2014-08-08,15.2,61.1,143.5,264.4,44.6,1944.0,10.74,-0.866,-0.5
1,35.2227,72.4258,2010-08-08,13.1,44.4,64.4,410.8,19.7,2927.0,34.05,-0.866,-0.5
1,29.5388,80.9963,2013-06-18,26.0,282.7,331.3,403.6,183.5,2453.0,30.19,0.0,-1.0
1,33.3390327,75.1916877,2011-03-19,21.6,27.0,27.0,27.0,21.6,1209.0,26.06,1.0,0.0
1,31.13,77.09,2008-08-08,64.1,82.9,159.6,224.1,64.1,1720.0,36.99,-0.866,-0.5
1,34.4989,73.0549,2014-09-19,0.0,0.0,0.8,79.5,0.8,1182.0,3.15,-1.0,-0.0
1,35.359,74.8686,2015-10-26,5.8,41.9,46.5,88.3,20.3,2205.0,24.19,-0.866,0.5
1,29.8496,80.5544,2007-09-11,0.9,1.4,70.6,146.8,46.4,1007.0,33.47,-1.0,-0.0
1,32.3709,77.2466,2011-06-14,1.5,6.5,7.1,43.1,4.5,3995.0,21.43,0.0,-1.0
1,28.3853,83.4625,2015-07-30,74.9,131.3,151.1,189.0,74.9,1040.0,11.4,-0.5,-0.866
1,24.4072,94.0644,2015-08-01,6.6,246.1,385.0,548.9,143.9,1148.0,26.58,-0.866,-0.5
1,27.758,85.4197,2016-06-28,12.7,54.1,108.5,321.6,25.5,1381.0,8.7,0.0,-1.0
1,30.3629,79.2143,2013-07-10,4.3,32.1,134.8,278.7,38.3,1642.0,6.1,-0.5,-0.866
1,28.1981,81.8494,2010-09-27,0.0,3.4,23.0,116.4,8.8,320.0,4.29,-1.0,-0.0
1,23.7527,92.694,2010-09-16,12.6,44.4,75.1,138.8,16.8,793.0,24.01,-1.0,-0.0
1,33.0107,74.9397,2010-10-22,7.5,13.8,19.0,20.7,7.5,1423.0,36.39,-0.866,0.5
1,30.7351,79.0666,2013-06-16,132.7,183.7,224.5,227.2,132.7,3545.0,3.2,0.0,-1.0
1,27.8868,85.5107,2014-08-27,10.9,22.2,59.3,500.1,17.8,1406.0,38.74,-0.866,-0.5
1,26.138,94.25,2008-08-19,36.9,81.1,115.0,221.9,36.9,1021.0,13.23,-0.866,-0.5
1,31.958,77.1104,2010-08-11,49.9,65.1,132.2,319.0,49.9,1227.0,1.03,-0.866,-0.5
